id,prop_vac,census_tract,estimate,numb_biz,n_vac
1541,0,Census Tract 1170 Kings County,21164,14,NA
1542,0.1428571429,Census Tract 1168 Kings County,30887,7,1
1543,0.0625,Census Tract 1174 Kings County,27047,16,1
1544,0,Census Tract 1192 Kings County,24620,3,NA
1545,0,Census Tract 1150 Kings County,24125,10,NA
1546,0.3,Census Tract 1150 Kings County,24125,10,3
1547,0,Census Tract 1166 Kings County,27359,4,NA
1548,0.25,Census Tract 1166 Kings County,27359,4,1
1549,0,Census Tract 1194 Kings County,25053,10,NA
1550,0,Census Tract 1164 Kings County,27925,5,NA
1551,0,Census Tract 1160 Kings County,18538,1,NA
1552,0,Census Tract 1120 Kings County,24432,9,NA
1553,0.2,Census Tract 1124 Kings County,32220,5,1
1554,0,Census Tract 1176.01 Kings County,25616,15,NA
1555,0,Census Tract 1176.02 Kings County,23622,7,NA
1556,0,Census Tract 1182.01 Kings County,30021,2,NA
1557,0,Census Tract 1182.02 Kings County,30408,7,NA
1558,0.1428571429,Census Tract 1182.02 Kings County,30408,7,1
1559,0.1333333333,Census Tract 1176.01 Kings County,25616,15,2
1560,0,Census Tract 1184 Kings County,21133,15,NA
1561,0.06666666667,Census Tract 1184 Kings County,21133,15,1
1562,0,Census Tract 1178 Kings County,23602,14,NA
1563,0.07142857143,Census Tract 1178 Kings County,23602,14,1
1564,0.1111111111,Census Tract 1190 Kings County,25721,27,3
1565,0,Census Tract 1190 Kings County,25721,27,NA
1566,0,Census Tract 1186 Kings County,26369,5,NA
1567,0.2,Census Tract 1186 Kings County,26369,5,1
1568,0,Census Tract 1188 Kings County,24821,42,NA
1569,0.09523809524,Census Tract 1188 Kings County,24821,42,4
1570,0,Census Tract 1196 Kings County,26418,15,NA
1571,0,Census Tract 44.01 Queens County,23146,13,NA
1572,0.1,Census Tract 1194 Kings County,25053,10,1
1573,0,Census Tract 1200 Kings County,23676,5,NA
1574,0,Census Tract 1208 Kings County,27074,5,NA
1575,0,Census Tract 1122 Kings County,21717,4,NA
1576,0.1111111111,Census Tract 1120 Kings County,24432,9,1
1577,0,Census Tract 1104 Kings County,22232,43,NA
1578,0.06976744186,Census Tract 1104 Kings County,22232,43,3
1579,0,Census Tract 1116 Kings County,23428,18,NA
1580,0.05555555556,Census Tract 1116 Kings County,23428,18,1
1581,0,Census Tract 1058.04 Kings County,17797,11,NA
1582,0.09090909091,Census Tract 1058.04 Kings County,17797,11,1
1583,0,Census Tract 1070 Kings County,36979,24,NA
1584,0.04166666667,Census Tract 1070 Kings County,36979,24,1
1585,0,Census Tract 1220 Kings County,36940,12,NA
1586,0,Census Tract 1078 Kings County,34895,4,NA
1587,0.2307692308,Census Tract 884 Kings County,23750,13,3
1588,0,Census Tract 884 Kings County,23750,13,NA
1589,0.02564102564,Census Tract 892 Kings County,10790,39,1
1590,0,Census Tract 878 Kings County,21250,20,NA
1591,0.25,Census Tract 882 Kings County,24941,12,3
1592,0,Census Tract 882 Kings County,24941,12,NA
1593,0,Census Tract 866 Kings County,33291,9,NA
1594,0,Census Tract 868 Kings County,25382,42,NA
1595,0.09523809524,Census Tract 868 Kings County,25382,42,4
1596,0,Census Tract 886 Kings County,24434,4,NA
1597,0,Census Tract 890 Kings County,19798,24,NA
1598,0,Census Tract 870 Kings County,22602,14,NA
1599,0.07142857143,Census Tract 870 Kings County,22602,14,1
1600,0,Census Tract 864 Kings County,28491,5,NA
1601,0,Census Tract 888 Kings County,27685,17,NA
1602,0.2,Census Tract 864 Kings County,28491,5,1
1603,0,Census Tract 860 Kings County,30606,38,NA
1604,0.1052631579,Census Tract 860 Kings County,30606,38,4
1605,0.05263157895,Census Tract 862 Kings County,32298,19,1
1606,0,Census Tract 862 Kings County,32298,19,NA
1607,0,Census Tract 938 Kings County,29209,3,NA
1608,0,Census Tract 934 Kings County,30646,6,NA
1609,0.05882352941,Census Tract 888 Kings County,27685,17,1
1610,0,Census Tract 936 Kings County,30965,1,NA
1611,0,Census Tract 850 Kings County,34811,6,NA
1612,0.1666666667,Census Tract 850 Kings County,34811,6,1
1613,0,Census Tract 848 Kings County,23380,8,NA
1614,0.3333333333,Census Tract 934 Kings County,30646,6,2
1615,0,Census Tract 930 Kings County,35611,10,NA
1616,0.1176470588,Census Tract 840 Kings County,29051,17,2
1617,0,Census Tract 840 Kings County,29051,17,NA
1618,0,Census Tract 846 Kings County,28818,22,NA
1619,0.1818181818,Census Tract 846 Kings County,28818,22,4
1620,0,Census Tract 946 Kings County,38555,8,NA
1621,0,Census Tract 932 Kings County,32113,34,NA
1622,0.08823529412,Census Tract 932 Kings County,32113,34,3
1623,0,Census Tract 804 Kings County,22375,18,NA
1624,0,Census Tract 806 Kings County,26948,11,NA
1625,0,Census Tract 810 Kings County,25797,8,NA
1626,0.125,Census Tract 810 Kings County,25797,8,1
1627,0.2,Census Tract 876 Kings County,24683,5,1
1628,0.1666666667,Census Tract 804 Kings County,22375,18,3
1629,0,Census Tract 818 Kings County,33840,22,NA
1630,0.1363636364,Census Tract 818 Kings County,33840,22,3
1631,0,Census Tract 816 Kings County,27933,11,NA
1632,0,Census Tract 814 Kings County,26274,11,NA
1633,0,Census Tract 872 Kings County,35091,3,NA
1634,0.09090909091,Census Tract 814 Kings County,26274,11,1
1635,0,Census Tract 824 Kings County,28954,21,NA
1636,0.09523809524,Census Tract 824 Kings County,28954,21,2
1637,0,Census Tract 856 Kings County,24620,7,NA
1638,0,Census Tract 858 Kings County,28556,13,NA
1639,0.07692307692,Census Tract 858 Kings County,28556,13,1
1640,0,Census Tract 852 Kings County,NA,1,NA
1641,0,Census Tract 826 Kings County,27554,17,NA
1642,0,Census Tract 828 Kings County,31385,30,NA
1643,0,Census Tract 832 Kings County,25922,5,NA
1644,0,Census Tract 834 Kings County,26071,1,NA
1645,0,Census Tract 838 Kings County,28194,13,NA
1646,0,Census Tract 830 Kings County,30232,2,NA
1647,0.5,Census Tract 830 Kings County,30232,2,1
1648,0,Census Tract 786 Kings County,26855,30,NA
1649,0,Census Tract 780 Kings County,29054,3,NA
1650,0,Census Tract 836 Kings County,31656,12,NA
1651,0,Census Tract 798.02 Kings County,32617,29,NA
1652,0.1379310345,Census Tract 798.02 Kings County,32617,29,4
1653,0,Census Tract 506 Kings County,25643,18,NA
1654,0,Census Tract 798.01 Kings County,40075,13,NA
1655,0.1052631579,Census Tract 800 Kings County,32686,19,2
1656,0.07692307692,Census Tract 798.01 Kings County,40075,13,1
1657,0,Census Tract 802 Kings County,31669,25,NA
1658,0.2,Census Tract 802 Kings County,31669,25,5
1659,0,Census Tract 796.01 Kings County,35499,15,NA
1660,1,Census Tract 508.04 Kings County,26297,1,1
1661,0,Census Tract 508.03 Kings County,22788,7,NA
1662,0.06666666667,Census Tract 796.01 Kings County,35499,15,1
1663,0,Census Tract 822 Kings County,26305,10,NA
1664,0.2352941176,Census Tract 820 Kings County,26649,34,8
1665,0,Census Tract 820 Kings County,26649,34,NA
1666,0,Census Tract 796.02 Kings County,24615,33,NA
1667,0.09090909091,Census Tract 796.02 Kings County,24615,33,3
1668,0.05555555556,Census Tract 506 Kings County,25643,18,1
1669,0,Census Tract 508.01 Kings County,25896,33,NA
1670,0.1212121212,Census Tract 508.01 Kings County,25896,33,4
1671,0,Census Tract 510.02 Kings County,25671,31,NA
1672,0,Census Tract 512 Kings County,27462,3,NA
1673,0.1290322581,Census Tract 510.02 Kings County,25671,31,4
1674,0,Census Tract 794 Kings County,26750,46,NA
1675,0.1739130435,Census Tract 794 Kings County,26750,46,8
1676,0,Census Tract 1522 Kings County,38460,13,NA
1677,0.1538461538,Census Tract 1522 Kings County,38460,13,2
1678,0,Census Tract 510.01 Kings County,25524,12,NA
1679,0.1666666667,Census Tract 510.01 Kings County,25524,12,2
1680,0.1578947368,Census Tract 792 Kings County,21125,19,3
1681,0,Census Tract 792 Kings County,21125,19,NA
1682,0.1764705882,Census Tract 826 Kings County,27554,17,3
1683,0,Census Tract 514 Kings County,32756,11,NA
1684,0.1818181818,Census Tract 514 Kings County,32756,11,2
1685,0,Census Tract 526 Kings County,32981,15,NA
1686,0.1333333333,Census Tract 526 Kings County,32981,15,2
1687,0,Census Tract 520 Kings County,29907,27,NA
1688,0.1111111111,Census Tract 520 Kings County,29907,27,3
1689,0.1176470588,Census Tract 516.02 Kings County,25962,17,2
1690,0,Census Tract 516.02 Kings County,25962,17,NA
1691,0,Census Tract 790 Kings County,25176,34,NA
1692,0.1470588235,Census Tract 790 Kings County,25176,34,5
1693,0.1333333333,Census Tract 828 Kings County,31385,30,4
1694,0,Census Tract 516.01 Kings County,27272,8,NA
1695,0,Census Tract 518 Kings County,40083,5,NA
1696,0.125,Census Tract 516.01 Kings County,27272,8,1
1697,0,Census Tract 770 Kings County,33843,13,NA
1698,0.2307692308,Census Tract 770 Kings County,33843,13,3
1699,0,Census Tract 788 Kings County,26288,8,NA
1700,0.125,Census Tract 788 Kings County,26288,8,1
1701,0.1666666667,Census Tract 786 Kings County,26855,30,5
1702,0,Census Tract 502.02 Kings County,65000,7,NA
1703,0,Census Tract 500 Kings County,54396,6,NA
1704,0,Census Tract 504 Kings County,46994,13,NA
1705,0,Census Tract 110 Kings County,21528,16,NA
1706,0,Census Tract 226 Kings County,20977,27,NA
1707,0,Census Tract 230 Kings County,19107,20,NA
1708,0.15,Census Tract 230 Kings County,19107,20,3
1709,0.1111111111,Census Tract 226 Kings County,20977,27,3
1710,0,Census Tract 498 Kings County,33220,9,NA
1711,0.1176470588,Census Tract 496 Kings County,34297,34,4
1712,0,Census Tract 496 Kings County,34297,34,NA
1713,0.1666666667,Census Tract 500 Kings County,54396,6,1
1714,0,Census Tract 488 Kings County,26815,9,NA
1715,0,Census Tract 494 Kings County,27586,5,NA
1716,0.2,Census Tract 494 Kings County,27586,5,1
1717,0,Census Tract 492 Kings County,25820,17,NA
1718,0,Census Tract 228 Kings County,15253,18,NA
1719,0.05555555556,Census Tract 228 Kings County,15253,18,1
1720,0,Census Tract 486 Kings County,22716,21,NA
1721,0,Census Tract 478 Kings County,18222,21,NA
1722,0.04761904762,Census Tract 486 Kings County,22716,21,1
1723,0,Census Tract 490 Kings County,25508,4,NA
1724,0.05882352941,Census Tract 492 Kings County,25820,17,1
1725,0.1875,Census Tract 484 Kings County,24602,16,3
1726,0,Census Tract 484 Kings County,24602,16,NA
1727,0,Census Tract 480 Kings County,15998,11,NA
1728,0,Census Tract 482 Kings County,20405,11,NA
1729,0.09090909091,Census Tract 482 Kings County,20405,11,1
1730,0,Census Tract 232 Kings County,17588,39,NA
1731,0,Census Tract 476 Kings County,15591,28,NA
1732,0,Census Tract 234 Kings County,17993,24,NA
1733,0.03571428571,Census Tract 476 Kings County,15591,28,1
1734,0,Census Tract 474 Kings County,26964,20,NA
1735,0,Census Tract 236 Kings County,14059,24,NA
1736,0,Census Tract 464 Kings County,25625,3,NA
1737,0,Census Tract 462.02 Kings County,21518,7,NA
1738,0,Census Tract 472 Kings County,26272,4,NA
1739,0,Census Tract 238 Kings County,17239,11,NA
1740,0,Census Tract 240 Kings County,18929,6,NA
1741,0,Census Tract 468 Kings County,27996,1,NA
1742,0,Census Tract 470 Kings County,24000,2,NA
1743,0,Census Tract 246 Kings County,26729,2,NA
1744,0,Census Tract 242 Kings County,24199,8,NA
1745,0,Census Tract 244 Kings County,22181,10,NA
1746,0,Census Tract 250 Kings County,17917,18,NA
1747,0.1666666667,Census Tract 250 Kings County,17917,18,3
1748,0,Census Tract 248 Kings County,25292,35,NA
1749,0.02857142857,Census Tract 248 Kings County,25292,35,1
1750,0,Census Tract 254 Kings County,19764,12,NA
1751,0,Census Tract 252 Kings County,21792,35,NA
1752,0.1142857143,Census Tract 252 Kings County,21792,35,4
1753,0,Census Tract 256 Kings County,19302,17,NA
1754,0.05882352941,Census Tract 256 Kings County,19302,17,1
1755,0,Census Tract 260 Kings County,23149,21,NA
1756,0,Census Tract 262 Kings County,20231,4,NA
1757,0,Census Tract 258 Kings County,18385,18,NA
1758,0.1111111111,Census Tract 258 Kings County,18385,18,2
1759,0,Census Tract 224 Kings County,18002,10,NA
1760,0.2105263158,Census Tract 112 Kings County,15426,19,4
1761,0,Census Tract 112 Kings County,15426,19,NA
1762,0.05128205128,Census Tract 232 Kings County,17588,39,2
1763,0,Census Tract 222 Kings County,22074,34,NA
1764,0.1176470588,Census Tract 222 Kings County,22074,34,4
1765,0,Census Tract 114 Kings County,19005,13,NA
1766,0.04651162791,Census Tract 220 Kings County,14235,43,2
1767,0,Census Tract 220 Kings County,14235,43,NA
1768,0,Census Tract 218 Kings County,14839,19,NA
1769,0.1052631579,Census Tract 218 Kings County,14839,19,2
1770,0,Census Tract 116 Kings County,17177,15,NA
1771,0,Census Tract 216 Kings County,19647,6,NA
1772,0.5,Census Tract 240 Kings County,18929,6,3
1773,0.3333333333,Census Tract 116 Kings County,17177,15,5
1774,0.3333333333,Census Tract 216 Kings County,19647,6,2
1775,0,Census Tract 192 Kings County,20931,20,NA
1776,0,Census Tract 214 Kings County,22258,13,NA
1777,0.25,Census Tract 242 Kings County,24199,8,2
1778,0,Census Tract 118 Kings County,17525,46,NA
1779,0.07692307692,Census Tract 214 Kings County,22258,13,1
1780,0.1,Census Tract 192 Kings County,20931,20,2
1781,0,Census Tract 120 Kings County,19671,58,NA
1782,0.06896551724,Census Tract 120 Kings County,19671,58,4
1783,0,Census Tract 212 Kings County,17027,22,NA
1784,0.09090909091,Census Tract 212 Kings County,17027,22,2
1785,0.05263157895,Census Tract 194 Kings County,19804,19,1
1786,0,Census Tract 194 Kings County,19804,19,NA
1787,0,Census Tract 190 Kings County,22253,25,NA
1788,0.12,Census Tract 190 Kings County,22253,25,3
1789,0,Census Tract 210 Kings County,19105,15,NA
1790,0,Census Tract 128.01 Kings County,18574,4,NA
1791,0,Census Tract 196 Kings County,19095,24,NA
1792,0.1333333333,Census Tract 210 Kings County,19105,15,2
1793,0.125,Census Tract 196 Kings County,19095,24,3
1794,0,Census Tract 72 Kings County,17933,3,NA
1795,0.3333333333,Census Tract 72 Kings County,17933,3,1
1796,0,Census Tract 122 Kings County,15250,28,NA
1797,0.1071428571,Census Tract 122 Kings County,15250,28,3
1798,0.0652173913,Census Tract 118 Kings County,17525,46,3
1799,0,Census Tract 70 Kings County,35132,6,NA
1800,0,Census Tract 126 Kings County,20896,13,NA
1801,0.1666666667,Census Tract 70 Kings County,35132,6,1
1802,0,Census Tract 68 Kings County,23744,37,NA
1803,0.07692307692,Census Tract 126 Kings County,20896,13,1
1804,0,Census Tract 34 Kings County,43345,11,NA
1805,0.3636363636,Census Tract 34 Kings County,43345,11,4
1806,0,Census Tract 30 Kings County,45682,4,NA
1807,0.5,Census Tract 30 Kings County,45682,4,2
1808,0.1621621622,Census Tract 68 Kings County,23744,37,6
1809,0,Census Tract 36 Kings County,42031,2,NA
1810,0.1136363636,Census Tract 130 Kings County,27465,44,5
1811,0,Census Tract 130 Kings County,27465,44,NA
1812,0.25,Census Tract 128.01 Kings County,18574,4,1
1813,0,Census Tract 134 Kings County,41932,21,NA
1814,0,Census Tract 132 Kings County,23750,12,NA
1815,0,Census Tract 208 Kings County,19202,3,NA
1816,0.08333333333,Census Tract 132 Kings County,23750,12,1
1817,0,Census Tract 206 Kings County,38936,9,NA
1818,0.1111111111,Census Tract 206 Kings County,38936,9,1
1819,0.1428571429,Census Tract 66 Kings County,36024,42,6
1820,0,Census Tract 66 Kings County,36024,42,NA
1821,0.1428571429,Census Tract 134 Kings County,41932,21,3
1822,0,Census Tract 64 Kings County,37813,28,NA
1823,0,Census Tract 136 Kings County,37786,37,NA
1824,0.1621621622,Census Tract 136 Kings County,37786,37,6
1825,0.07142857143,Census Tract 64 Kings County,37813,28,2
1826,0,Census Tract 142 Kings County,28481,22,NA
1827,0,Census Tract 140 Kings County,37917,10,NA
1828,0.1,Census Tract 140 Kings County,37917,10,1
1829,0,Census Tract 138 Kings County,30357,49,NA
1830,0.1020408163,Census Tract 138 Kings County,30357,49,5
1831,0,Census Tract 46 Kings County,58906,4,NA
1832,0.25,Census Tract 46 Kings County,58906,4,1
1833,0,Census Tract 62 Kings County,34031,31,NA
1834,0.06451612903,Census Tract 62 Kings County,34031,31,2
1835,0.2727272727,Census Tract 142 Kings County,28481,22,6
1836,0,Census Tract 60 Kings County,32008,42,NA
1837,0,Census Tract 160 Kings County,37088,67,NA
1838,0.1492537313,Census Tract 160 Kings County,37088,67,10
1839,0,Census Tract 152 Kings County,36225,3,NA
1840,0.02380952381,Census Tract 60 Kings County,32008,42,1
1841,0,Census Tract 58 Kings County,31310,52,NA
1842,0.07692307692,Census Tract 58 Kings County,31310,52,4
1843,0.2727272727,Census Tract 54 Kings County,47829,11,3
1844,0,Census Tract 54 Kings County,47829,11,NA
1845,0,Census Tract 162 Kings County,46548,7,NA
1846,0,Census Tract 56.01 Kings County,50272,11,NA
1847,0,Census Tract 56.02 Kings County,46389,13,NA
1848,0.1538461538,Census Tract 56.02 Kings County,46389,13,2
1849,0.1428571429,Census Tract 162 Kings County,46548,7,1
1850,0.09523809524,Census Tract 260 Kings County,23149,21,2
1851,0,Census Tract 264 Kings County,22522,25,NA
1852,0,Census Tract 266 Kings County,23946,23,NA
1853,0.08695652174,Census Tract 266 Kings County,23946,23,2
1854,0.1428571429,Census Tract 200 Kings County,21833,21,3
1855,0,Census Tract 200 Kings County,21833,21,NA
1856,0,Census Tract 188 Kings County,30410,6,NA
1857,0.2857142857,Census Tract 268 Kings County,22881,14,4
1858,0,Census Tract 268 Kings County,22881,14,NA
1859,0,Census Tract 198 Kings County,31897,16,NA
1860,0.1666666667,Census Tract 188 Kings County,30410,6,1
1861,0.08,Census Tract 264 Kings County,22522,25,2
1862,0,Census Tract 274 Kings County,22500,12,NA
1863,0.1666666667,Census Tract 274 Kings County,22500,12,2
1864,0.0625,Census Tract 198 Kings County,31897,16,1
1865,0,Census Tract 182 Kings County,20232,7,NA
1866,0,Census Tract 276 Kings County,23122,34,NA
1867,0.05882352941,Census Tract 276 Kings County,23122,34,2
1868,0,Census Tract 270 Kings County,26146,3,NA
1869,0,Census Tract 186 Kings County,28424,1,NA
1870,0,Census Tract 272 Kings County,20319,7,NA
1871,0,Census Tract 148 Kings County,30598,10,NA
1872,0,Census Tract 184 Kings County,31354,1,NA
1873,0,Census Tract 278 Kings County,26042,37,NA
1874,0.0303030303,Census Tract 290 Kings County,27388,33,1
1875,0,Census Tract 150 Kings County,35559,1,NA
1876,0,Census Tract 172 Kings County,27963,11,NA
1877,0,Census Tract 178 Kings County,24583,22,NA
1878,0,Census Tract 296 Kings County,23568,37,NA
1879,0,Census Tract 284 Kings County,24918,31,NA
1880,0.08823529412,Census Tract 288 Kings County,22971,34,3
1881,0,Census Tract 288 Kings County,22971,34,NA
1882,0,Census Tract 290 Kings County,27388,33,NA
1883,0,Census Tract 170 Kings County,27213,7,NA
1884,0,Census Tract 180 Kings County,26205,12,NA
1885,0.04545454545,Census Tract 178 Kings County,24583,22,1
1886,0.1351351351,Census Tract 278 Kings County,26042,37,5
1887,0.03225806452,Census Tract 284 Kings County,24918,31,1
1888,0.1621621622,Census Tract 296 Kings County,23568,37,6
1889,0.08333333333,Census Tract 180 Kings County,26205,12,1
1890,0,Census Tract 280 Kings County,30848,14,NA
1891,0,Census Tract 282 Kings County,23559,11,NA
1892,0,Census Tract 286 Kings County,22532,8,NA
1893,0.125,Census Tract 286 Kings County,22532,8,1
1894,0,Census Tract 292 Kings County,24275,12,NA
1895,0,Census Tract 174 Kings County,38056,6,NA
1896,0,Census Tract 176 Kings County,28313,8,NA
1897,0.1428571429,Census Tract 280 Kings County,30848,14,2
1898,0,Census Tract 294 Kings County,16875,8,NA
1899,0.125,Census Tract 176 Kings County,28313,8,1
1900,0.125,Census Tract 294 Kings County,16875,8,1
1901,0,Census Tract 304 Kings County,22747,9,NA
1902,0,Census Tract 460 Kings County,25943,14,NA
1903,0.1428571429,Census Tract 460 Kings County,25943,14,2
1904,0,Census Tract 462.01 Kings County,20699,6,NA
1905,0,Census Tract 456 Kings County,20793,15,NA
1906,0.2666666667,Census Tract 456 Kings County,20793,15,4
1907,0,Census Tract 450 Kings County,26250,2,NA
1908,0,Census Tract 454 Kings County,26069,24,NA
1909,0.08333333333,Census Tract 454 Kings County,26069,24,2
1910,0,Census Tract 448 Kings County,27364,7,NA
1911,0,Census Tract 452 Kings County,42303,1,NA
1912,0,Census Tract 446 Kings County,23393,5,NA
1913,0,Census Tract 436 Kings County,21307,23,NA
1914,0.1304347826,Census Tract 436 Kings County,21307,23,3
1915,0,Census Tract 434 Kings County,26311,16,NA
1916,0,Census Tract 440 Kings County,24250,10,NA
1917,0,Census Tract 444 Kings County,33291,1,NA
1918,0,Census Tract 430 Kings County,17315,16,NA
1919,0.0625,Census Tract 430 Kings County,17315,16,1
1920,0,Census Tract 432 Kings County,22264,25,NA
1921,0.04,Census Tract 432 Kings County,22264,25,1
1922,0.0625,Census Tract 434 Kings County,26311,16,1
1923,0.1,Census Tract 440 Kings County,24250,10,1
1924,0,Census Tract 442 Kings County,35988,10,NA
1925,0.1,Census Tract 442 Kings County,35988,10,1
1926,0,Census Tract 438 Kings County,21012,9,NA
1927,0.1111111111,Census Tract 438 Kings County,21012,9,1
1928,0.1904761905,Census Tract 420 Kings County,27379,21,4
1929,0,Census Tract 420 Kings County,27379,21,NA
1930,0.07692307692,Census Tract 428 Kings County,28830,13,1
1931,0,Census Tract 428 Kings County,28830,13,NA
1932,0,Census Tract 426 Kings County,20625,15,NA
1933,0.1333333333,Census Tract 424 Kings County,26607,15,2
1934,0,Census Tract 424 Kings County,26607,15,NA
1935,0,Census Tract 422 Kings County,24129,26,NA
1936,0.1538461538,Census Tract 422 Kings County,24129,26,4
1937,0.3125,Census Tract 404 Kings County,26159,16,5
1938,0,Census Tract 404 Kings County,26159,16,NA
1939,0.06666666667,Census Tract 426 Kings County,20625,15,1
1940,0.16,Census Tract 412 Kings County,24383,25,4
1941,0,Census Tract 412 Kings County,24383,25,NA
1942,0.3333333333,Census Tract 414.02 Kings County,27332,3,1
1943,0,Census Tract 414.02 Kings County,27332,3,NA
1944,0,Census Tract 418 Kings County,23526,32,NA
1945,0.0625,Census Tract 418 Kings County,23526,32,2
1946,0,Census Tract 406 Kings County,21974,2,NA
1947,0,Census Tract 408 Kings County,28309,14,NA
1948,0.07142857143,Census Tract 408 Kings County,28309,14,1
1949,0.09090909091,Census Tract 414.01 Kings County,25815,11,1
1950,0,Census Tract 414.01 Kings County,25815,11,NA
1951,0,Census Tract 528 Kings County,37390,6,NA
1952,0,Census Tract 530 Kings County,22583,37,NA
1953,0.05405405405,Census Tract 530 Kings County,22583,37,2
1954,0,Census Tract 532 Kings County,30896,5,NA
1955,0,Census Tract 762 Kings County,22688,1,NA
1956,0,Census Tract 534 Kings County,20420,37,NA
1957,0.1081081081,Census Tract 534 Kings County,20420,37,4
1958,0.2,Census Tract 532 Kings County,30896,5,1
1959,0,Census Tract 760 Kings County,34244,2,NA
1960,0.06666666667,Census Tract 768 Kings County,25253,30,2
1961,0,Census Tract 768 Kings County,25253,30,NA
1962,0,Census Tract 538 Kings County,20510,42,NA
1963,0.119047619,Census Tract 538 Kings County,20510,42,5
1964,0,Census Tract 542 Kings County,24463,11,NA
1965,0.09090909091,Census Tract 542 Kings County,24463,11,1
1966,0,Census Tract 544 Kings County,20972,1,NA
1967,0,Census Tract 546 Kings County,24649,6,NA
1968,0.1666666667,Census Tract 546 Kings County,24649,6,1
1969,0,Census Tract 642 Kings County,33491,14,NA
1970,0,Census Tract 554 Kings County,34138,81,NA
1971,0.1234567901,Census Tract 554 Kings County,34138,81,10
1972,0,Census Tract 552 Kings County,29399,56,NA
1973,0.07142857143,Census Tract 552 Kings County,29399,56,4
1974,0,Census Tract 550 Kings County,30062,13,NA
1975,0.2307692308,Census Tract 550 Kings County,30062,13,3
1976,0,Census Tract 564 Kings County,46528,24,NA
1977,0,Census Tract 556 Kings County,34276,10,NA
1978,0,Census Tract 562 Kings County,39406,1,NA
1979,0.125,Census Tract 564 Kings County,46528,24,3
1980,0,Census Tract 298 Kings County,29241,18,NA
1981,0.1666666667,Census Tract 298 Kings County,29241,18,3
1982,0,Census Tract 300 Kings County,22618,25,NA
1983,0.04,Census Tract 300 Kings County,22618,25,1
1984,0,Census Tract 302 Kings County,24930,4,NA
1985,0,Census Tract 306 Kings County,24781,6,NA
1986,0.1666666667,Census Tract 306 Kings County,24781,6,1
1987,0,Census Tract 314 Kings County,31836,10,NA
1988,0.2,Census Tract 314 Kings County,31836,10,2
1989,0,Census Tract 348 Kings County,21437,40,NA
1990,0,Census Tract 328 Kings County,27240,10,NA
1991,0,Census Tract 326 Kings County,11815,27,NA
1992,0.07407407407,Census Tract 326 Kings County,11815,27,2
1993,0,Census Tract 342 Kings County,11720,18,NA
1994,0.05555555556,Census Tract 342 Kings County,11720,18,1
1995,0,Census Tract 402 Kings County,21595,29,NA
1996,0.05,Census Tract 348 Kings County,21437,40,2
1997,0,Census Tract 352 Kings County,10903,12,NA
1998,0,Census Tract 416 Kings County,16815,5,NA
1999,0,Census Tract 400 Kings County,22600,31,NA
2000,0.03225806452,Census Tract 400 Kings County,22600,31,1
2001,0,Census Tract 396 Kings County,35871,9,NA
2002,0,Census Tract 394 Kings County,21111,18,NA
2003,0.05555555556,Census Tract 394 Kings County,21111,18,1
2004,0.03448275862,Census Tract 402 Kings County,21595,29,1
2005,0.1142857143,Census Tract 398 Kings County,23077,35,4
2006,0,Census Tract 398 Kings County,23077,35,NA
2007,0,Census Tract 392 Kings County,22476,17,NA
2008,0.05882352941,Census Tract 392 Kings County,22476,17,1
2009,0,Census Tract 386 Kings County,25598,19,NA
2010,0,Census Tract 388 Kings County,36558,15,NA
2011,0,Census Tract 390 Kings County,28378,8,NA
2012,0,Census Tract 382 Kings County,12995,3,NA
2013,0.2,Census Tract 388 Kings County,36558,15,3
2014,0.125,Census Tract 390 Kings County,28378,8,1
2015,0,Census Tract 374.02 Kings County,21217,13,NA
2016,0,Census Tract 374.01 Kings County,27853,3,NA
2017,0,Census Tract 370 Kings County,33598,7,NA
2018,0,Census Tract 308 Kings County,24056,3,NA
2019,0.07692307692,Census Tract 374.02 Kings County,21217,13,1
2020,0.1428571429,Census Tract 370 Kings County,33598,7,1
2021,0,Census Tract 354 Kings County,27158,6,NA
2022,0,Census Tract 366 Kings County,18738,15,NA
2023,0.06666666667,Census Tract 366 Kings County,18738,15,1
2024,0,Census Tract 350 Kings County,17440,10,NA
2025,0.4,Census Tract 350 Kings County,17440,10,4
