,reporting_year,borough_block_lot,property_street_address_or,borough,zip_code,sold_date,vacant_on_12_31,construction_reported,vacant_6_30_or_date_sold,primary_business_activity,property_number,property_street,unit,borough_1,postcode,latitude,longitude,community_board,council_district,census_tract,bin,bbl,nta,nbhd,expir_dt_of_most_recent_lease,coordinates,bidid,coun_dist_2023
257545,2022 and 2023,3057550033,6510 NEW UTRECHT AVENUE,BROOKLYN,11219.0,,FILLED,,,WHOLESALE,6510,NEW UTRECHT AVENUE,,Brooklyn,11219.0,40.6234664,-73.9980547,311.0,38.0,19000.0,3142342,3057550033,BK1101,Bensonhurst,,POINT (-73.9980547 40.6234664),,43.0
257546,2022 and 2023,3057550034,6512 NEW UTRECHT AVENUE,BROOKLYN,11219.0,,FILLED,,,WHOLESALE,6512,NEW UTRECHT AVENUE,,Brooklyn,11219.0,40.6234142,-73.9980836,311.0,38.0,19000.0,3142343,3057550034,BK1101,Bensonhurst,,POINT (-73.9980836 40.6234142),,43.0
257547,2022 and 2023,3057590009,6603 11 AVENUE,BROOKLYN,11219.0,,FILLED,,,OTHER,6603,11 AVENUE,,Brooklyn,11219.0,40.62776180000001,-74.0064378,310.0,38.0,21000.0,3142448,3057590009,BK1002,Dyker Heights,,POINT (-74.0064378 40.62776180000001),,43.0
257548,2022 and 2023,3057591201,6607 11TH  AVENUE,BROOKLYN,11219.0,,FILLED,,,INFORMATION SERVICES,6607,11 AVENUE,COMM,Brooklyn,11219.0,40.62772100000001,-74.0064849999999,310.0,38.0,21000.0,3142447,3057591201,BK1002,Dyker Heights,,POINT (-74.0064849999999 40.62772100000001),,43.0
257549,2022 and 2023,3057600042,6612 13 AVENUE,BROOKLYN,11219.0,,FILLED,,,HEALTH CARE or SOCIAL ASSISTANCE,6612,13 AVENUE,,Brooklyn,11219.0,40.6252532,-74.002691,310.0,38.0,19400.0,3142522,3057600042,BK1002,Dyker Heights,,POINT (-74.002691 40.6252532),,43.0
257550,2022 and 2023,3057610038,6602 14 AVENUE,BROOKLYN,11219.0,,FILLED,,,FOOD SERVICES,6602,14 AVENUE,,Brooklyn,11219.0,40.62411689999999,-74.0002809999999,310.0,38.0,19400.0,3142572,3057610038,BK1002,Dyker Heights,,POINT (-74.0002809999999 40.62411689999999),,43.0
257551,2022 and 2023,3057610038,6602 14 AVENUE,BROOKLYN,11219.0,,FILLED,,,MISCELLANEOUS OTHER SERVICE,6602,14 AVENUE,,Brooklyn,11219.0,40.62411689999999,-74.0002809999999,310.0,38.0,19400.0,3142572,3057610038,BK1002,Dyker Heights,,POINT (-74.0002809999999 40.62411689999999),,43.0
257552,2022 and 2023,3057620040,6612 new utrecht ave,BROOKLYN,11219.0,,FILLED,,,FOOD SERVICES,6612,NEW UTRECHT AVENUE,,Brooklyn,11219.0,40.62261,-73.9983177,311.0,38.0,19000.0,3343364,3057620040,BK1101,Bensonhurst,,POINT (-73.9983177 40.62261),,43.0
257558,2022 and 2023,3057680012,6703 13 AVENUE,BROOKLYN,11219.0,,FILLED,,,EDUCATIONAL SERVICES,6703,13 AVENUE,,Brooklyn,11219.0,40.62453959999999,-74.0026117,310.0,43.0,19600.0,3142894,3057680012,BK1002,Dyker Heights,,POINT (-74.0026117 40.62453959999999),,43.0
257559,2022 and 2023,3057680051,6722 14 AVENUE,BROOKLYN,11219.0,,FILLED,,,OTHER,6722,14 AVENUE,8,Brooklyn,11219.0,40.62310680000001,-74.0012932,310.0,43.0,19600.0,3388165,3057680051,BK1002,Dyker Heights,,POINT (-74.0012932 40.62310680000001),,43.0
257560,2022 and 2023,3057681401,6705 13 AVENUE,BROOKLYN,11219.0,,FILLED,,,EDUCATIONAL SERVICES,6705,13 AVENUE,C1,Brooklyn,11219.0,40.624474,-74.0026799999999,310.0,43.0,19600.0,3142893,3057681401,BK1002,Dyker Heights,,POINT (-74.0026799999999 40.624474),,43.0
257561,2022 and 2023,3057690001,6727 14 AVENUE,BROOKLYN,11219.0,,VACANT,,,NO BUSINESS ACTIVITY IDENTIFIED,6727,14 AVENUE,,Brooklyn,11219.0,40.62277749999999,-74.0008141,311.0,43.0,19000.0,3142936,3057690001,BK1101,Bensonhurst,,POINT (-74.0008141 40.62277749999999),,43.0
257562,2022 and 2023,3057690001,6727 14 AVENUE,BROOKLYN,11219.0,,VACANT,,,NO BUSINESS ACTIVITY IDENTIFIED,6727,14 AVENUE,,Brooklyn,11219.0,40.62277749999999,-74.0008141,311.0,43.0,19000.0,3142936,3057690001,BK1101,Bensonhurst,,POINT (-74.0008141 40.62277749999999),,43.0
257563,2022 and 2023,3057690009,6709 14 AVENUE,BROOKLYN,11219.0,,FILLED,,,INFORMATION SERVICES,6709,14 AVENUE,,Brooklyn,11219.0,40.6231398,-74.0005006999999,311.0,43.0,19000.0,3142944,3057690009,BK1101,Bensonhurst,,POINT (-74.0005006999999 40.6231398),,43.0
257564,2022 and 2023,3057690023,1436 67 STREET,BROOKLYN,11219.0,,FILLED,,,EDUCATIONAL SERVICES,1436,67 STREET,,Brooklyn,11219.0,40.6227226,-73.9997731,311.0,43.0,19000.0,3142954,3057690023,BK1101,Bensonhurst,,POINT (-73.9997731 40.6227226),,43.0
257566,2022 and 2023,3057720041,6818 11TH AVENUE,BROOKLYN,11219.0,,FILLED,,,OTHER,6818,11 AVENUE,8,Brooklyn,11219.0,40.6265979,-74.0084622,310.0,43.0,21000.0,3143114,3057720041,BK1002,Dyker Heights,,POINT (-74.0084622 40.6265979),,43.0
257567,2022 and 2023,3057720041,1075 BAY RIDGE AVENUE,BROOKLYN,11219.0,,FILLED,,,OTHER,6818,11 AVENUE,8,Brooklyn,11219.0,40.6265979,-74.0084622,310.0,43.0,21000.0,3143114,3057720041,BK1002,Dyker Heights,,POINT (-74.0084622 40.6265979),,43.0
257568,2022 and 2023,3057720041,1073 BAY RIDGE AVENUE,BROOKLYN,11219.0,,FILLED,,,REAL ESTATE,6818,11 AVENUE,8,Brooklyn,11219.0,40.6265979,-74.0084622,310.0,43.0,21000.0,3143114,3057720041,BK1002,Dyker Heights,,POINT (-74.0084622 40.6265979),,43.0
257569,2022 and 2023,3057730006,6801 11 AVENUE,BROOKLYN,11219.0,,FILLED,,,OTHER,6801,11 AVENUE,,Brooklyn,11219.0,40.626576,-74.0076985,310.0,43.0,21000.0,3143141,3057730006,BK1002,Dyker Heights,,POINT (-74.0076985 40.626576),,43.0
257570,2022 and 2023,3057740037,6816 13 AVENUE,BROOKLYN,11219.0,,VACANT,,,NO BUSINESS ACTIVITY IDENTIFIED,6816,13 AVENUE,,Brooklyn,11219.0,40.6239604,-74.0040346,310.0,43.0,19600.0,3143203,3057740037,BK1002,Dyker Heights,,POINT (-74.0040346 40.6239604),,43.0
257571,2022 and 2023,3057740037,1273A BAY RIDGE AVE,BROOKLYN,11219.0,,FILLED,,,MISCELLANEOUS OTHER SERVICE,6816,13 AVENUE,,Brooklyn,11219.0,40.6239604,-74.0040346,310.0,43.0,19600.0,3143203,3057740037,BK1002,Dyker Heights,,POINT (-74.0040346 40.6239604),,43.0
257572,2022 and 2023,3057740037,1273D BAY RIDGE AVE,BROOKLYN,11219.0,,FILLED,,,MISCELLANEOUS OTHER SERVICE,6816,13 AVENUE,,Brooklyn,11219.0,40.6239604,-74.0040346,310.0,43.0,19600.0,3143203,3057740037,BK1002,Dyker Heights,,POINT (-74.0040346 40.6239604),,43.0
257573,2022 and 2023,3057740037,1273C BAY RIDGE AVE,BROOKLYN,11219.0,,FILLED,,,OTHER,6816,13 AVENUE,,Brooklyn,11219.0,40.6239604,-74.0040346,310.0,43.0,19600.0,3143203,3057740037,BK1002,Dyker Heights,,POINT (-74.0040346 40.6239604),,43.0
257574,2022 and 2023,3057740037,1273B BAY RIDGE AVE,BROOKLYN,11219.0,,FILLED,,,OTHER,6816,13 AVENUE,,Brooklyn,11219.0,40.6239604,-74.0040346,310.0,43.0,19600.0,3143203,3057740037,BK1002,Dyker Heights,,POINT (-74.0040346 40.6239604),,43.0
257575,2022 and 2023,3057740037,1277 BAY RIDGE AVE,BROOKLYN,11219.0,,FILLED,,,MISCELLANEOUS OTHER SERVICE,6816,13 AVENUE,,Brooklyn,11219.0,40.6239604,-74.0040346,310.0,43.0,19600.0,3143203,3057740037,BK1002,Dyker Heights,,POINT (-74.0040346 40.6239604),,43.0
257576,2022 and 2023,3057750042,"6820 14th av e, brooklyn, NY 11219",BROOKLYN,11219.0,,FILLED,,,NO BUSINESS ACTIVITY IDENTIFIED,6820,14 AVENUE,7,Brooklyn,11219.0,40.62261,-74.0018623999999,310.0,43.0,19600.0,3143245,3057750042,BK1002,Dyker Heights,,POINT (-74.0018623999999 40.62261),,43.0
257577,2022 and 2023,3057760042,6822 15 AVENUE,BROOKLYN,11219.0,,FILLED,,,FOOD SERVICES,6822,15 AVENUE,,Brooklyn,11219.0,40.6212898,-73.9996182,311.0,43.0,19000.0,3143294,3057760042,BK1101,Bensonhurst,,POINT (-73.9996182 40.6212898),,43.0
257601,2022 and 2023,3057840044,6016 7 Avenue,BROOKLYN,11220.0,,FILLED,,,RETAIL,6016,7 AVENUE,,Brooklyn,11220.0,40.63659950000001,-74.0123763999999,307.0,38.0,11800.0,3143555,3057840044,BK0703,Sunset Park (Central),,POINT (-74.0123763999999 40.63659950000001),,43.0
257602,2022 and 2023,3057850009,706 60 Street,BROOKLYN,11220.0,,FILLED,,,FOOD SERVICES,6001,7 AVENUE,,Brooklyn,11220.0,40.6365859,-74.011645,307.0,38.0,11800.0,3143588,3057850009,BK0703,Sunset Park (Central),,POINT (-74.011645 40.6365859),,43.0
257603,2022 and 2023,3057850015,726 60 STREET,BROOKLYN,11220.0,,FILLED,,,HEALTH CARE or SOCIAL ASSISTANCE,726,60 STREET,,Brooklyn,11220.0,40.6362017,-74.011245,307.0,38.0,11800.0,3143594,3057850015,BK0703,Sunset Park (Central),,POINT (-74.011245 40.6362017),,43.0
257604,2022 and 2023,3057850016,730 60 STREET,BROOKLYN,11220.0,,FILLED,,,HEALTH CARE or SOCIAL ASSISTANCE,730,60 STREET,,Brooklyn,11220.0,40.6361605,-74.0111765,307.0,38.0,11800.0,3143595,3057850016,BK0703,Sunset Park (Central),,POINT (-74.0111765 40.6361605),,43.0
257605,2022 and 2023,3057850032,774 60 STREET,BROOKLYN,11220.0,,FILLED,,,FINANCE & INSURANCE,774,60 STREET,,Brooklyn,11220.0,40.6355238,-74.0101206999999,307.0,38.0,11800.0,3143605,3057850032,BK0703,Sunset Park (Central),,POINT (-74.0101206999999 40.6355238),,43.0
257606,2022 and 2023,3057850032,774 60 STREET,BROOKLYN,11220.0,,FILLED,,,FOOD SERVICES,774,60 STREET,,Brooklyn,11220.0,40.6355238,-74.0101206999999,307.0,38.0,11800.0,3143605,3057850032,BK0703,Sunset Park (Central),,POINT (-74.0101206999999 40.6355238),,43.0
257607,2022 and 2023,3057850032,774 60 STREET,BROOKLYN,11220.0,,FILLED,,,INFORMATION SERVICES,774,60 STREET,,Brooklyn,11220.0,40.6355238,-74.0101206999999,307.0,38.0,11800.0,3143605,3057850032,BK0703,Sunset Park (Central),,POINT (-74.0101206999999 40.6355238),,43.0
257608,2022 and 2023,3057850044,"755-9,765-9 61st STREET",BROOKLYN,11220.0,,FILLED,,,RETAIL,755,61 STREET,,Brooklyn,11220.0,40.6354497,-74.0105927,307.0,38.0,11800.0,3143612,3057850044,BK0703,Sunset Park (Central),,POINT (-74.0105927 40.6354497),,43.0
257609,2022 and 2023,3057850044,763 61st  Street,BROOKLYN,11220.0,,FILLED,,,FOOD SERVICES,755,61 STREET,,Brooklyn,11220.0,40.6354497,-74.0105927,307.0,38.0,11800.0,3143612,3057850044,BK0703,Sunset Park (Central),,POINT (-74.0105927 40.6354497),,43.0
257610,2022 and 2023,3057850044,769 61st Street,BROOKLYN,11220.0,,FILLED,,,HEALTH CARE or SOCIAL ASSISTANCE,755,61 STREET,,Brooklyn,11220.0,40.6354497,-74.0105927,307.0,38.0,11800.0,3143612,3057850044,BK0703,Sunset Park (Central),,POINT (-74.0105927 40.6354497),,43.0
257611,2022 and 2023,3057850044,769 61st Street,BROOKLYN,11220.0,,FILLED,,,HEALTH CARE or SOCIAL ASSISTANCE,755,61 STREET,,Brooklyn,11220.0,40.6354497,-74.0105927,307.0,38.0,11800.0,3143612,3057850044,BK0703,Sunset Park (Central),,POINT (-74.0105927 40.6354497),,43.0
257612,2022 and 2023,3057850064,729 61 STREET,BROOKLYN,11220.0,,FILLED,,,HEALTH CARE or SOCIAL ASSISTANCE,729,61 STREET,,Brooklyn,11220.0,40.63594640000001,-74.0115152,307.0,38.0,11800.0,3143614,3057850064,BK0703,Sunset Park (Central),,POINT (-74.0115152 40.63594640000001),,43.0
257613,2022 and 2023,3057850065,715 61 STREET,BROOKLYN,11220.0,,FILLED,,,FOOD SERVICES,715,61 STREET,,Brooklyn,11220.0,40.63608909999999,-74.0116485,307.0,38.0,11800.0,3143615,3057850065,BK0703,Sunset Park (Central),,POINT (-74.0116485 40.63608909999999),,43.0
257614,2022 and 2023,3057850108,6003 7 AVENUE,BROOKLYN,11220.0,,FILLED,,,FOOD SERVICES,6003,7 AVENUE,,Brooklyn,11220.0,40.6365392,-74.0116917999999,307.0,38.0,11800.0,3143616,3057850108,BK0703,Sunset Park (Central),,POINT (-74.0116917999999 40.6365392),,43.0
257615,2022 and 2023,3057851005,749 61 STREET,BROOKLYN,11220.0,,FILLED,,,MISCELLANEOUS OTHER SERVICE,749,61 STREET,CF202,Brooklyn,11220.0,40.63578,-74.0110999999999,307.0,38.0,11800.0,3421476,3057851005,BK0703,Sunset Park (Central),,POINT (-74.0110999999999 40.63578),,43.0
257635,2022 and 2023,3057930001,6117 6 AVE,BROOKLYN,11220.0,,FILLED,,,RETAIL,6117,6 AVENUE,,Brooklyn,11220.0,40.6370302,-74.0147221,307.0,38.0,11800.0,3143830,3057930001,BK0703,Sunset Park (Central),,POINT (-74.0147221 40.6370302),,43.0
257636,2022 and 2023,3057930045,6116 7 AVENUE,BROOKLYN,11220.0,,VACANT,,,FOOD SERVICES,6116,7 AVENUE,,Brooklyn,11220.0,40.63602860000001,-74.0129384,307.0,38.0,11800.0,3143869,3057930045,BK0703,Sunset Park (Central),,POINT (-74.0129384 40.63602860000001),,43.0
257637,2022 and 2023,3057930046,6120 7 AVENUE,BROOKLYN,11220.0,,VACANT,,,RETAIL,6120,7 AVENUE,,Brooklyn,11220.0,40.6359846,-74.0129851999999,307.0,38.0,11800.0,3143870,3057930046,BK0703,Sunset Park (Central),,POINT (-74.0129851999999 40.6359846),,43.0
258350,2022 and 2023,3061600040,6902 18 AVENUE,BROOKLYN,11204.0,,FILLED,,,FOOD SERVICES,6902,18 AVENUE,,Brooklyn,11204.0,40.616892400000005,-73.9928536999999,311.0,43.0,26000.0,3156696,3061600040,BK1101,Bensonhurst,,POINT (-73.9928536999999 40.616892400000005),,43.0
258351,2022 and 2023,3061600040,6902 18 AVENUE,BROOKLYN,11204.0,,FILLED,,,OTHER,6902,18 AVENUE,,Brooklyn,11204.0,40.616892400000005,-73.9928536999999,311.0,43.0,26000.0,3156696,3061600040,BK1101,Bensonhurst,,POINT (-73.9928536999999 40.616892400000005),,43.0
258352,2022 and 2023,3061600040,6902 18 AVENUE,BROOKLYN,11204.0,,FILLED,,,FOOD SERVICES,6902,18 AVENUE,,Brooklyn,11204.0,40.616892400000005,-73.9928536999999,311.0,43.0,26000.0,3156696,3061600040,BK1101,Bensonhurst,,POINT (-73.9928536999999 40.616892400000005),,43.0
258353,2022 and 2023,3061600041,6904 18 AVENUE,BROOKLYN,11204.0,,FILLED,,,RETAIL,6904,18 AVENUE,,Brooklyn,11204.0,40.61684850000001,-73.9928969,311.0,43.0,26000.0,3156697,3061600041,BK1101,Bensonhurst,,POINT (-73.9928969 40.61684850000001),,43.0
258354,2022 and 2023,3061600042,6906 18 AVENUE,BROOKLYN,11204.0,,FILLED,,,HEALTH CARE or SOCIAL ASSISTANCE,6906,18 AVENUE,,Brooklyn,11204.0,40.6167854,-73.9929618,311.0,43.0,26000.0,3156698,3061600042,BK1101,Bensonhurst,,POINT (-73.9929618 40.6167854),,43.0
258355,2022 and 2023,3061600044,6912 18 AVENUE,BROOKLYN,11204.0,,FILLED,,,FINANCE & INSURANCE,6912,18 AVENUE,,Brooklyn,11204.0,40.61669750000001,-73.9930518,311.0,43.0,26000.0,3156699,3061600044,BK1101,Bensonhurst,,POINT (-73.9930518 40.61669750000001),,43.0
258356,2022 and 2023,3061600046,6916 18 AVENUE,BROOKLYN,11204.0,,FILLED,,,FOOD SERVICES,6916,18 AVENUE,,Brooklyn,11204.0,40.61663440000001,-73.9931166999999,311.0,43.0,26000.0,3156700,3061600046,BK1101,Bensonhurst,,POINT (-73.9931166999999 40.61663440000001),,43.0
258357,2022 and 2023,3061600049,2160 West 9t,BROOKLYN,11204.0,,VACANT,,,NO BUSINESS ACTIVITY IDENTIFIED,6924,18 AVENUE,,Brooklyn,11204.0,40.6165054,-73.9932464,311.0,43.0,26000.0,3156703,3061600049,BK1101,Bensonhurst,,POINT (-73.9932464 40.6165054),,43.0
258358,2022 and 2023,3061600049,1781 70th Street,BROOKLYN,11204.0,,FILLED,,,MISCELLANEOUS OTHER SERVICE,6924,18 AVENUE,,Brooklyn,11204.0,40.6165054,-73.9932464,311.0,43.0,26000.0,3156703,3061600049,BK1101,Bensonhurst,,POINT (-73.9932464 40.6165054),,43.0
258359,2022 and 2023,3061610001,6923 18 AVENUE,BROOKLYN,11204.0,,FILLED,,,FINANCE & INSURANCE,6923,18 AVENUE,,Brooklyn,11204.0,40.616198,-73.9927529,311.0,47.0,26000.0,3156728,3061610001,BK1101,Bensonhurst,,POINT (-73.9927529 40.616198),,43.0
258360,2022 and 2023,3061610006,6911 18th Avenue,BROOKLYN,11204.0,,FILLED,,,REAL ESTATE,6911,18 AVENUE,,Brooklyn,11204.0,40.61642030000001,-73.9925296,311.0,47.0,26000.0,3156733,3061610006,BK1101,Bensonhurst,,POINT (-73.9925296 40.61642030000001),,43.0
258361,2022 and 2023,3061610006,6911 18th Avenue,BROOKLYN,11204.0,,FILLED,,,LEGAL SERVICES,6911,18 AVENUE,,Brooklyn,11204.0,40.61642030000001,-73.9925296,311.0,47.0,26000.0,3156733,3061610006,BK1101,Bensonhurst,,POINT (-73.9925296 40.61642030000001),,43.0
258362,2022 and 2023,3061620043,1953 70th street,BROOKLYN,11204.0,,FILLED,,,RETAIL,6924,20 AVENUE,,Brooklyn,11204.0,40.6140018,-73.988892,311.0,47.0,25800.0,3156815,3061620043,BK1101,Bensonhurst,,POINT (-73.988892 40.6140018),,43.0
258363,2022 and 2023,3061620043,1953 70 street,BROOKLYN,11204.0,,FILLED,,,RETAIL,6924,20 AVENUE,,Brooklyn,11204.0,40.6140018,-73.988892,311.0,47.0,25800.0,3156815,3061620043,BK1101,Bensonhurst,,POINT (-73.988892 40.6140018),,43.0
258364,2022 and 2023,3061620043,1953 70 street,BROOKLYN,11204.0,,FILLED,,,RETAIL,6924,20 AVENUE,,Brooklyn,11204.0,40.6140018,-73.988892,311.0,47.0,25800.0,3156815,3061620043,BK1101,Bensonhurst,,POINT (-73.988892 40.6140018),,43.0
258365,2022 and 2023,3061640038,6904 Bay Parkway,BROOKLYN,11204.0,,FILLED,,,RETAIL,6902,BAY PARKWAY,,Brooklyn,11204.0,40.6116298,-73.9841921999999,311.0,47.0,25800.0,3156910,3061640038,BK1101,Bensonhurst,,POINT (-73.9841921999999 40.6116298),,43.0
258366,2022 and 2023,3061640038,2178 Bay Ridge avenue,BROOKLYN,11204.0,,FILLED,,,ACCOUNTING SERVICES,6902,BAY PARKWAY,,Brooklyn,11204.0,40.6116298,-73.9841921999999,311.0,47.0,25800.0,3156910,3061640038,BK1101,Bensonhurst,,POINT (-73.9841921999999 40.6116298),,43.0
258367,2022 and 2023,3061640038,2178 Bay Ridge avenue,BROOKLYN,11204.0,,FILLED,,,WHOLESALE,6902,BAY PARKWAY,,Brooklyn,11204.0,40.6116298,-73.9841921999999,311.0,47.0,25800.0,3156910,3061640038,BK1101,Bensonhurst,,POINT (-73.9841921999999 40.6116298),,43.0
258368,2022 and 2023,3061640038,6900 Bay Parkway,BROOKLYN,11204.0,,FILLED,,,RETAIL,6902,BAY PARKWAY,,Brooklyn,11204.0,40.6116298,-73.9841921999999,311.0,47.0,25800.0,3156910,3061640038,BK1101,Bensonhurst,,POINT (-73.9841921999999 40.6116298),,43.0
258369,2022 and 2023,3061640040,6908 Bay Parkway,BROOKLYN,11204.0,,FILLED,,,MISCELLANEOUS OTHER SERVICE,6906,BAY PARKWAY,,Brooklyn,11204.0,40.61155569999999,-73.9842715,311.0,47.0,25800.0,3329025,3061640040,BK1101,Bensonhurst,,POINT (-73.9842715 40.61155569999999),,43.0
258370,2022 and 2023,3061640040,6906 Bay Parkway,BROOKLYN,11204.0,,FILLED,,,RETAIL,6906,BAY PARKWAY,,Brooklyn,11204.0,40.61155569999999,-73.9842715,311.0,47.0,25800.0,3329025,3061640040,BK1101,Bensonhurst,,POINT (-73.9842715 40.61155569999999),,43.0
258379,2022 and 2023,3061710041,7004 18th Avenue,BROOKLYN,11204.0,,FILLED,,,RETAIL,7002,18 AVENUE,,Brooklyn,11204.0,40.6162941,-73.9933869,311.0,43.0,26000.0,3157281,3061710041,BK1101,Bensonhurst,,POINT (-73.9933869 40.6162941),,43.0
258380,2022 and 2023,3061710041,7002 18 AVENUE,BROOKLYN,11204.0,,FILLED,,,RETAIL,7002,18 AVENUE,,Brooklyn,11204.0,40.6162941,-73.9933869,311.0,43.0,26000.0,3157281,3061710041,BK1101,Bensonhurst,,POINT (-73.9933869 40.6162941),,43.0
258381,2022 and 2023,3061710041,1792 70th Street,BROOKLYN,11204.0,,FILLED,,,OTHER,7002,18 AVENUE,,Brooklyn,11204.0,40.6162941,-73.9933869,311.0,43.0,26000.0,3157281,3061710041,BK1101,Bensonhurst,,POINT (-73.9933869 40.6162941),,43.0
258382,2022 and 2023,3061710050,7024 18 AVENUE,BROOKLYN,11204.0,,VACANT,,,NO BUSINESS ACTIVITY IDENTIFIED,7024,18 AVENUE,,Brooklyn,11204.0,40.6159318,-73.9938155,311.0,43.0,26000.0,3157290,3061710050,BK1101,Bensonhurst,,POINT (-73.9938155 40.6159318),,43.0
258383,2022 and 2023,3061710050,7024 18 AVENUE,BROOKLYN,11204.0,,VACANT,,,NO BUSINESS ACTIVITY IDENTIFIED,7024,18 AVENUE,,Brooklyn,11204.0,40.6159318,-73.9938155,311.0,43.0,26000.0,3157290,3061710050,BK1101,Bensonhurst,,POINT (-73.9938155 40.6159318),,43.0
258384,2022 and 2023,3061711001,1765 71 STREET,BROOKLYN,11204.0,,FILLED,,,OTHER,1765,71 STREET,C1,Brooklyn,11204.0,40.61628100000001,-73.9941649999999,311.0,43.0,26000.0,3392261,3061711001,BK1101,Bensonhurst,,POINT (-73.9941649999999 40.61628100000001),,43.0
258385,2022 and 2023,3061720001,7023 18 AVENUE,BROOKLYN,11204.0,,FILLED,,,RETAIL,7023,18 AVENUE,,Brooklyn,11204.0,40.61563530000001,-73.9933293,311.0,47.0,26000.0,3157313,3061720001,BK1101,Bensonhurst,,POINT (-73.9933293 40.61563530000001),,43.0
258386,2022 and 2023,3061720002,7021 18 AVENUE,BROOKLYN,11204.0,,FILLED,,,OTHER,7021,18 AVENUE,,Brooklyn,11204.0,40.615682,-73.9932861,311.0,47.0,26000.0,3157314,3061720002,BK1101,Bensonhurst,,POINT (-73.9932861 40.615682),,43.0
258387,2022 and 2023,3061720005,7013 18 AVENUE,BROOKLYN,11204.0,,FILLED,,,RETAIL,7013,18 AVENUE,,Brooklyn,11204.0,40.61580819999999,-73.9931563999999,311.0,47.0,26000.0,3157317,3061720005,BK1101,Bensonhurst,,POINT (-73.9931563999999 40.61580819999999),,43.0
258388,2022 and 2023,3061740001,7023 20 AVENUE,BROOKLYN,11204.0,,FILLED,,,FOOD SERVICES,7023,20 AVENUE,,Brooklyn,11204.0,40.61305759999999,-73.9890579,311.0,47.0,25800.0,3157436,3061740001,BK1101,Bensonhurst,,POINT (-73.9890579 40.61305759999999),,43.0
258389,2022 and 2023,3061750048,2165 71 STREET,BROOKLYN,11204.0,,FILLED,,,EDUCATIONAL SERVICES,2165,71 STREET,,Brooklyn,11204.0,40.6109437,-73.9853305,311.0,44.0,25800.0,3157508,3061750048,BK1101,Bensonhurst,,POINT (-73.9853305 40.6109437),,43.0
258390,2022 and 2023,3061750048,2165 71ST STREET,BROOKLYN,11204.0,,FILLED,,,EDUCATIONAL SERVICES,2165,71 STREET,,Brooklyn,11204.0,40.6109437,-73.9853305,311.0,44.0,25800.0,3157508,3061750048,BK1101,Bensonhurst,,POINT (-73.9853305 40.6109437),,43.0
258400,2022 and 2023,3061820041,7104 18 AVENUE,BROOKLYN,11204.0,,FILLED,,,HEALTH CARE or SOCIAL ASSISTANCE,7104,18 AVENUE,,Brooklyn,11204.0,40.6157177,-73.9940389,311.0,43.0,26400.0,3157885,3061820041,BK1101,Bensonhurst,,POINT (-73.9940389 40.6157177),,43.0
258401,2022 and 2023,3061820041,7104 18 AVENUE,BROOKLYN,11204.0,,FILLED,,,HEALTH CARE or SOCIAL ASSISTANCE,7104,18 AVENUE,,Brooklyn,11204.0,40.6157177,-73.9940389,311.0,43.0,26400.0,3157885,3061820041,BK1101,Bensonhurst,,POINT (-73.9940389 40.6157177),,43.0
258402,2022 and 2023,3061820047,7118 18 AVENUE,BROOKLYN,11204.0,,FILLED,,,FOOD SERVICES,7118,18 AVENUE,,Brooklyn,11204.0,40.61545699999999,-73.9943054,311.0,43.0,26400.0,3157891,3061820047,BK1101,Bensonhurst,,POINT (-73.9943054 40.61545699999999),,43.0
258403,2022 and 2023,3061820048,7122 18 AVENUE,BROOKLYN,11204.0,,FILLED,,,FINANCE & INSURANCE,7122,18 AVENUE,,Brooklyn,11204.0,40.6153938,-73.9943703,311.0,43.0,26400.0,3157892,3061820048,BK1101,Bensonhurst,,POINT (-73.9943703 40.6153938),,43.0
258404,2022 and 2023,3061820048,7122 18 AVENUE,BROOKLYN,11204.0,,VACANT,,,NO BUSINESS ACTIVITY IDENTIFIED,7122,18 AVENUE,,Brooklyn,11204.0,40.6153938,-73.9943703,311.0,43.0,26400.0,3157892,3061820048,BK1101,Bensonhurst,,POINT (-73.9943703 40.6153938),,43.0
258405,2022 and 2023,3061830005,7113 18 AVENUE,BROOKLYN,11204.0,,FILLED,,,RETAIL,7113,18 AVENUE,,Brooklyn,11204.0,40.6152538,-73.9937363,311.0,47.0,26600.0,3157916,3061830005,BK1101,Bensonhurst,,POINT (-73.9937363 40.6152538),,43.0
258406,2022 and 2023,3061840044,7116 20 AVENUE,BROOKLYN,11204.0,,FILLED,,,RETAIL,7116,20 AVENUE,,Brooklyn,11204.0,40.61292600000001,-73.9900051,311.0,47.0,26600.0,3158006,3061840044,BK1101,Bensonhurst,,POINT (-73.9900051 40.61292600000001),,43.0
258407,2022 and 2023,3061850001,7123 20 AVENUE,BROOKLYN,11204.0,,FILLED,,,OTHER,7123,20 AVENUE,,Brooklyn,11204.0,40.61249499999999,-73.9896342,311.0,47.0,26600.0,3158028,3061850001,BK1101,Bensonhurst,,POINT (-73.9896342 40.61249499999999),,43.0
258408,2022 and 2023,3061860039,7108 BAY PARKWAY,BROOKLYN,11204.0,,FILLED,,,RETAIL,7108,BAY PARKWAY,,Brooklyn,11204.0,40.6104908,-73.9853738,311.0,44.0,26600.0,3158113,3061860039,BK1101,Bensonhurst,,POINT (-73.9853738 40.6104908),,43.0
